"nb"t"MAE"t"beta"t"theta"
"9868"t150,533989308125t1,93924950901419t0,126169278519228
"5217"t150,691979820384t1,2310037962161t0,22612744779326
"5866"t150,819322844827t1,99596658931114t0,12234718259424
"8409"t150,820616602818t0,514310003025457t0,603425264591351
"8164"t150,836712355518t0,483587369788438t0,646787694422528
"276"t150,903675421511t1,46052227751352t0,182031828677282
"2937"t150,909684595274t0,645680503221229t0,47278213314712
"897"t150,91630997356t2,99247355246916t0,0658301236107945
"8189"t150,947346058929t0,818212114507332t0,364795488538221
"5611"t150,971920714372t0,955064897658303t0,305901372339576
"7431"t151,172495056775t0,746942413039505t0,402267296798527
"7937"t151,17354130621t0,517140499083325t0,603839854244143
"8418"t151,30132566852t1,56324935588054t0,167500963201746
"8798"t151,393589084537t0,723726311931387t0,418170408345759
"7867"t151,430986989842t0,690478877630085t0,437494857702404
"9336"t151,443329912986t0,917823286028579t0,317696998128667
"3397"t151,530668030756t1,45576968183741t0,18546523572877
"754"t151,53434560326t1,74313091486692t0,146602629683912
"3872"t151,609663860729t1,02979578031227t0,281233472051099
"9343"t151,626772050568t2,55909453914501t0,0855975549202412
"4734"t151,636920955151t0,744888554094359t0,404831482330337
"8936"t151,96617333776t1,04767945501953t0,27170764724724
"4108"t151,972465814169t1,9938049048651t0,119675745721906
"2631"t152,004096091007t0,55456017726101t0,559300006134436
"8005"t152,046271467713t0,734364367788658t0,40840050810948
"9004"t152,149623417519t1,33447044133209t0,208958210656419
"6315"t152,226166167148t1,49329098570161t0,180240136571229
"9282"t152,313263309687t0,722138317767531t0,413759090937674
"7435"t152,33137021928t1,94953467417508t0,124630074948072
"7301"t152,353402185863t0,484616643050686t0,646340391598642
"3295"t152,369112621528t1,68403598782606t0,155957731883973
"1727"t152,376564273645t0,85581560083665t0,340970403281972
"710"t152,437478565166t0,71923653781414t0,428629535250366
"9287"t152,560966578193t2,54903374915011t0,0864264785777777
"3391"t152,573175373244t0,82003538031131t0,357803567079827
"1422"t152,594959081588t1,54157907050103t0,167709047440439
"875"t152,694053051869t1,44221430807374t0,184078635415062
"1437"t152,705912618583t0,529534592991695t0,576354980701581
"7231"t152,731968981003t0,59675565501675t0,517960585420951
"7324"t152,811298441366t1,96959936409257t0,121211167424917
"3528"t152,820282804356t1,79410948161967t0,140275632962584
"9731"t152,834376123369t0,552845591213554t0,551475409884006
"4981"t152,845249426175t2,77749100606889t0,0767524789553136
"5391"t152,86246648609t0,693749692523852t0,445845770416781
"2804"t152,932744830866t2,51365797570907t0,0846682460978627
"4974"t152,955109678507t1,69113101880066t0,150156976887956
"4666"t153,031100683824t2,10040325671434t0,11464446480386
"650"t153,048436875785t1,21926190447994t0,229836838785559
"2364"t153,051670164162t0,765965988161042t0,39315374288708
"8840"t153,052704498555t2,36607121140696t0,0938141299411654
"700"t153,126335218578t1,73300713207573t0,148004950257018
"3138"t153,150652033695t2,47852801484987t0,0896048042923212
"7062"t153,154335256843t1,27902090735734t0,212738489732146
"8464"t153,170323365103t0,560911984881386t0,553646818269044
"3838"t153,173122056308t0,51400750502944t0,615373445441946
"7267"t153,178003307828t1,79946271260269t0,142162733478472
"7511"t153,221104440849t0,568992908578366t0,532964815851301
"4548"t153,323797249633t0,595062095671892t0,52317318902351
"6561"t153,331056473576t0,904290408594534t0,317348810145631
"2559"t153,38453867914t2,85981928836554t0,0701886259485036
"4087"t153,391056264757t0,91484617232345t0,321490653790534
"3131"t153,409018431783t0,565893283579499t0,556640474125743
"3395"t153,435895384613t2,93530097929761t0,0696683458518237
"2437"t153,494865425785t1,13467193464749t0,254457871662453
"6208"t153,516295011628t0,594906997634098t0,510282593313605
"7350"t153,535317569661t0,403621712699533t0,777972115436569
"8603"t153,538108388927t2,62752477172762t0,0801497707143426
"7862"t153,595297525535t1,43467073142529t0,186275880318135
"3810"t153,703181100829t0,728939831256866t0,42003501066938
"8267"t153,724606177493t0,537136557279155t0,581999190850183
"3580"t153,767134326648t0,987874986603856t0,2913492184598
"8885"t153,767159214668t1,11008080746979t0,258876515319571
"8645"t153,771574639787t2,078454435803t0,111956127220765
"4568"t153,779796609473t0,617771107004955t0,484492451418191
"2246"t153,837718387866t2,53594738966785t0,0868896502070129
"6703"t153,953689333613t2,74970729928464t0,0774089235346764
"4433"t153,969684814477t2,0750511707738t0,11219137115404
"5883"t154,016025483674t2,64495002478361t0,0786681673489511
"6659"t154,04112082796t1,30453984206542t0,20812654402107
"2854"t154,043681267891t1,81718886760063t0,142126911552623
"71"t154,061158576007t2,79414615011774t0,0762858579400927
"3993"t154,074363089712t2,13923042267561t0,108914517331868
"8670"t154,097261224127t0,601546272402629t0,49871537857689
"9321"t154,136142109989t1,40415938920341t0,197435909882188
"3412"t154,140181170544t0,363577442010865t0,85356944729574
"3631"t154,140614782798t1,6534200317692t0,158548187930137
"7637"t154,141365669922t0,493398124119267t0,647037491668016
"6485"t154,364843957407t2,53195468406193t0,0838910536840558
"1254"t154,416207596267t1,23500999668613t0,222367347683758
"3188"t154,557280475502t0,709030110854656t0,420364188961685
"841"t154,565337441095t0,831265728687868t0,363672155188397
"434"t154,601096530482t0,776115924585611t0,377976574236527
"8815"t154,619643600406t2,05734714050777t0,118851509643719
"9040"t154,788029886641t0,643255825387314t0,463215285213664
"36"t154,867660888203t0,640352388611063t0,464515599654987
"8679"t154,875630129349t0,333296646131203t0,975580862956122
"3043"t155,08062714183t0,824818182270974t0,352787069743499
"8717"t155,096657538152t2,15396572323516t0,105659615015611
"7303"t155,203334921561t1,64902803325094t0,152513242093846
"3052"t155,230340244241t1,61636400525458t0,157408482627943
"5353"t155,23919328476t0,462760563008487t0,664810540154576
"6636"t155,257980667774t0,527098992140964t0,605807350249961
"5193"t155,266940391178t0,459474454633892t0,697282251436263
"2946"t155,320060529699t0,443863425403833t0,727828733855858
"9328"t155,350153865825t0,393194746691734t0,827431734651327
"3707"t155,382070895189t1,16304826783016t0,249145246576518
"3661"t155,406255803721t1,99891724553891t0,118829283630475
"4126"t155,418586524508t2,29528554459102t0,103457859717309
"7804"t155,453816304798t1,66940121352673t0,159501990536228
"19"t155,457317085992t0,54951004916802t0,578572925878689
"8728"t155,576154740046t0,568021589890122t0,55777401686646
"8194"t155,643729459849t1,16599008673802t0,2479252894409
"8557"t155,655574715991t2,04690649732947t0,114542343188077
"4837"t155,841443155682t0,345529973739758t0,897961423965171
"5756"t155,944020975588t0,476209747837856t0,641496756346896
"6451"t156,055783840329t1,64621067652479t0,153159043751657
"7205"t156,50857546117t0,31763703818433t0,978577385889366
"8149"t156,597674174075t0,808189785573632t0,380511062219739
"9842"t156,633346811847t0,64360194420442t0,489540135953575
"4328"t156,795430287776t0,388977615628392t0,839581878855824
"3319"t156,812257256104t0,614222994307056t0,514733112882823
"1860"t156,824968365333t1,81018122215755t0,144165709847584
"9465"t156,909700933827t2,60704622534104t0,0859462395310402
"1655"t156,979289001919t0,706016111886129t0,441419433569536
"3368"t157,112139449424t1,87583954050206t0,137233915505931
"9372"t157,138788573064t1,37103137327358t0,204709408339113
"2258"t157,155830243009t0,857487580971792t0,3340471717529
"3744"t157,184577070986t2,12130762543529t0,115942953154445
"4051"t157,457962395367t0,400738356867805t0,767244070768356
"4171"t157,510336870385t1,44437844143249t0,180401030229405
"7331"t157,926619577076t0,826999189797789t0,372202610364184
"4820"t158,319430233891t1,33009927882813t0,213584282668307
"7913"t158,364456947041t0,750207661651075t0,386508594499901
"1661"t158,437376841063t0,513302670791745t0,626521344063804
"1837"t158,479061395262t0,352192771621048t0,934040845604613
"709"t158,59868286382t1,43115881737322t0,18105645943433
"7709"t158,674295352364t2,06033796281554t0,112276174360886
"7027"t158,677142938628t2,35691033676267t0,100188282085583
"5111"t158,680495800527t2,36840124707669t0,0994757006410509
"1814"t158,920140244814t0,519999059848487t0,577868700958788
"3197"t159,066985619382t1,13289008871652t0,241903186775744
"8553"t159,28718492613t2,92004193132743t0,0727217115927488
"8997"t159,30807813691t0,902042648289353t0,338595100212842
"6241"t159,375258930418t1,07547831907868t0,256074020871893
"108"t159,413475556602t0,517750703729689t0,623928749701008
"6299"t159,480512221162t1,03868460422382t0,266762558603659
"9740"t159,4964287337t0,449417337309569t0,677021293435246
"6761"t159,610373425874t2,03880010102876t0,123914289288223
"3531"t159,674719055521t2,15640868898481t0,104851993266493
"2782"t159,697744477415t1,31958336685784t0,199205907527357
"3066"t159,742444283336t1,40924033266492t0,199764496879652
"2213"t159,763003759323t0,747854565270245t0,41719663143158
"4008"t159,806830730047t2,29033396672457t0,10513029852882
"6243"t159,819254290339t0,313430412439629t0,98864991334267
"8785"t159,8294063817t2,75518976175226t0,0795979951508343
"446"t159,853953126077t0,315026313532144t0,983389552915469
"2745"t159,874361654499t0,536434353562072t0,599529219558463
"1360"t160,03448220387t0,317962306318805t0,969999232562259
"1076"t160,068405304072t0,378824087558314t0,867419592104852
"6372"t160,523431738231t0,382949248887599t0,863342672819272
"5854"t160,527303316135t0,992571389302611t0,280507490271702
"5907"t160,536322998766t0,706860986771062t0,412532777059823
"5067"t160,537564232069t0,765637469245121t0,408741296036169
"1451"t160,92175973907t2,41052236338146t0,0981823555193841
"931"t160,935392027115t2,28731807414442t0,105949436081573
"8433"t160,944480049368t1,43942860770039t0,195527047850192
"350"t160,974691711187t1,12732858071104t0,262401733314618
"4774"t161,089296803284t1,64784817281179t0,164864393183962
"5329"t161,099907451661t1,96963754715398t0,118423730134964
"5140"t161,244907295507t1,43834107671864t0,195472015300766
"5210"t161,251440647188t1,90402151900344t0,124081410467625
"5691"t161,252733328892t0,382995242485777t0,796929576667026
