"MAE"t"beta"t"theta"t"p"
"30"t199,322423400674t0,817624140065163t0,327066947007552t0,0501647456549108
"31"t199,524886764934t1,02215378754772t0,336716964840889t0,0184688149020076
"32"t199,970814157625t2,60387558466755t0,301182341761887t0,0147967874072492
"33"t200,015369075653t1,71224960591644t0,115585880819708t0,067740309285
"34"t202,170149674517t2,75289269210771t0,184585536364466t0,0214085532352328
"35"t203,276537725963t2,52423335518688t0,353986744768918t0,0160025835502893
"36"t203,909364788258t0,365096577443182t0,784705279394984t0,0634676003828645
"37"t208,642546854167t2,86004778044298t0,323951279278845t0,0161048818845302
"38"t212,614715552703t1,82594159105793t0,380506085930392t0,018843638477847
"39"t215,386553312016t1,08299665921368t0,9068396135699t0,0145759601145983
"40"t216,791413015t2,22710074810311t0,114060624968261t0,0291414048988372
"41"t217,694277110808t1,18053918681107t0,921753415139392t0,0156164234504104
"42"t219,288255701219t2,01331180147827t0,0592974156606942t0,0873494853731245
"43"t219,336828136795t0,896183227887377t0,271414809394628t0,0825091660954058
"44"t220,750014003549t0,441286608343944t0,635698809055611t0,0875736144371331
"45"t223,04806036827t2,17804301530123t0,0297081663738936t0,103784109931439
"46"t223,362801235655t0,400759336771443t0,772144351154566t0,0640452383086085
"47"t223,728032903693t2,83311933022924t0,131576312240213t0,0281320430804044
"48"t224,847475380753t2,92819385672919t0,382574684452266t0,0150840836577117
"49"t225,633159416834t2,63900867546909t0,0664689764380455t0,047074195696041
"50"t226,1301611792t1,01852572057396t0,205009748926386t0,0896048278082162
"51"t226,546823117698t0,513269662857056t0,651183487381786t0,0492646140046418
"52"t227,436127645436t0,972244299715385t0,854336942080408t0,0125562376342714
"53"t228,313528370525t0,964860338252038t0,20879793795757t0,10329084796831
"54"t228,745641528209t2,39737284276634t0,121055917581543t0,0204810944851488
"55"t228,820032450233t1,83502888656221t0,563490510452539t0,0138709140010178
"56"t229,652293872461t0,533668915741146t0,475998221430928t0,115047964034602
"57"t231,147425836185t1,42468576971442t0,186351088574156t0,0323987670708448
"58"t233,911998656127t1,50019450276159t0,847010894678533t0,0150552892591804
"59"t237,073303189503t0,601923387497663t0,361365152755752t0,15836586849764
"60"t237,321315488366t1,15834783064201t0,769339220132679t0,012379506835714
"61"t239,474923211919t1,59197142859921t0,855057262117043t0,0152749051339924
"62"t239,676086072983t1,73685669992119t0,521430015098304t0,0122579573653638
"63"t239,887159478838t0,567157115321606t0,466280325548723t0,0610570362769067
"64"t241,459969601679t2,53683972568251t0,372344915755093t0,01253259065561
"65"t241,833322683516t0,855332480510697t0,191477162530646t0,170083225006238
"66"t242,967743589936t1,31335002696142t0,146498831920326t0,0948101254180074
"67"t243,242764057122t0,290581364650279t0,935823936481029t0,136459439992905
"68"t243,812319362296t1,78696417598985t0,155421058414504t0,0245838090777397
"69"t244,641095055813t1,23635812941939t0,0885284461546689t0,14659649413079
"70"t244,678257795541t2,92378037120216t0,328597760293633t0,012287812307477
"71"t245,021928109278t0,444851333973929t0,555533522041515t0,137224970851094
"72"t246,433936701171t1,78562082024291t0,0342317812610418t0,13211571238935
"73"t246,56527245326t0,561576143139973t0,373721797950566t0,200330196879804
"74"t246,659309963183t0,302087084390223t0,936472001252696t0,153339775511995
"75"t247,407979369565t0,593819106230512t0,25153227057308t0,279439083766192
"76"t248,142376299831t1,03479493944906t0,65296588675119t0,0108463210053742
"77"t248,378139803993t0,892984090140089t0,180764141259715t0,168145701987669
"78"t248,621753398952t0,595200215466321t0,236469409894198t0,297169191529974
"79"t249,395195365415t0,297734409570694t0,896615469828248t0,175582007039338
"80"t249,841963153224t0,491212637163699t0,481116547947749t0,183404955547303
"81"t250,393265773609t0,706343272933736t0,768707154551521t0,0230679051019251
"82"t251,679775962616t0,4586740010418t0,627330790972337t0,0894056328106672
"83"t252,221712522097t0,400051460601389t0,440329584525898t0,426021853229031
"84"t252,361347787481t1,75754162203521t0,0725012673065066t0,104261722881347
"85"t252,887999935935t0,443050500936806t0,75129384547472t0,0540549596771598
"86"t253,151845126297t2,70284377899952t0,47084991610609t0,0173407618422061
"87"t253,387693143471t0,297238895203918t0,872631338424981t0,417962385807186
"88"t253,587550775567t1,06482715392485t0,866429833695292t0,0114832876715809
"89"t254,343569390983t0,61499941139482t0,309978867648169t0,21518540661782
"90"t254,491527011769t0,382419737521559t0,259958196431398t0,608405631268397
"91"t254,661321748701t0,797915975097567t0,0675697757396847t0,28939186851494
"92"t254,767549454352t0,453284243121743t0,0326764732599258t0,581301650032401
"93"t254,780075010069t0,440564667340368t0,0434891253244132t0,601258390350267
"94"t254,788781167798t0,286175857996568t0,835952491266653t0,657549848547205
"95"t255,674509399014t2,17470831004903t0,691797153092921t0,013233830453828
"96"t255,730335904414t0,28595432289876t0,636684607947245t0,837869138689712
"97"t256,241095611491t1,05979405296966t0,0964498058892787t0,175712021999061
"98"t256,29550713959t0,447049119975418t0,0904580568894744t0,573757021920756
"99"t256,655846607715t0,28866992611438t0,364696465898305t0,903062506578863
"100"t256,685709152433t0,277765692444518t0,748189961770549t0,902006064075977
"101"t256,787310926885t2,13483295496553t0,779402988497168t0,0168745138216764
"102"t257,374823643762t0,310934704961255t0,389449305832386t0,79953258135356
"103"t257,59039570034t0,299332037335262t0,913400020217523t0,263890120666474
"104"t257,674599516515t0,440469458699226t0,115322634344921t0,55966908740811
"105"t257,729171592733t0,295901779085398t0,588353469735011t0,812669879989699
"106"t258,303908709893t0,268417582847178t0,666099759982899t0,994394694687799
"107"t258,405056598306t0,36299203732051t0,361254652729258t0,59042418282479
"108"t258,533387053241t0,284674471244216t0,44377345754765t0,890923494938761
"109"t258,877660582029t0,453136807540432t0,288245711941272t0,425982573768124
"110"t259,166311257576t0,451533215353265t0,75604107347317t0,0512384497560561
"111"t259,169609054651t2,97500258660875t0,21867686836049t0,0103025017306209
"112"t259,440062945438t0,383264073869213t0,263829299015924t0,591104242485017
"113"t259,774370918577t0,981396094663069t0,0767207755707204t0,213485545711592
"114"t259,871108624932t0,296364203095436t0,26447126432322t0,866705413209274
"115"t260,563204436521t0,313036629231647t0,579073081258684t0,655279654311016
"116"t261,386188825236t0,605491024442017t0,293485996779054t0,212690222542733
"117"t261,671790505633t1,38969843811356t0,127636102028191t0,101235504029319
"118"t261,84253895511t0,274313560221344t0,951581477886066t0,984717526007444
"119"t262,031332671752t0,309954443480819t0,287143310531974t0,804544956889004
"120"t262,484995863262t2,18900331133045t0,0354819796048105t0,0929787959903479
"121"t263,078690734641t0,419288482284173t0,438862919807434t0,351307483157143
"122"t263,099583570258t0,389310775324702t0,224092410877347t0,592266325140372
"123"t263,211646879145t1,50831765588373t0,247399172047153t0,0124440649524331
"124"t263,44349469661t0,810194641118869t0,00902487663552165t0,338951845420524
"125"t263,567729752605t0,703000690788031t0,0513206429313868t0,346347235376015
"126"t264,516951037776t0,457705754321069t0,483825487317517t0,19934258563444
"127"t264,681020019032t1,75048077176325t0,137024540221319t0,0603468054905534
"128"t264,75305407243t2,67920225509442t0,823007635073736t0,0155188897624612
"129"t264,819114852878t0,832996419165283t0,204265988897532t0,150152348913252
"130"t264,992113266368t2,08166118920781t0,0952291956637055t0,0663177180103958
"131"t265,073790337369t0,388382395030931t0,693995287641883t0,0676115399692208
"132"t265,794724958717t0,636221463326365t0,141720560146496t0,347245963290334
"133"t265,902159575734t1,96129018510692t0,491210277192295t0,0184244932606816
"134"t266,28734897851t0,272085977252573t0,760074434569106t0,888115021632984
"135"t266,398246742699t1,09397971560247t0,0213748198002577t0,228327975608408
"136"t266,577602387393t0,283131227362901t0,909180095186457t0,355846361955628
"137"t266,913598398285t0,299002925399691t0,862640910316259t0,484683388844132
"138"t267,214586080838t0,602228002622724t0,813605416100472t0,0259792963042855
"139"t267,221908337813t0,606323464075103t0,206876736832783t0,293006911873817
"140"t268,405212461757t0,361815743381158t0,46347302896902t0,565229887142777
"141"t268,413217213806t0,282258560182527t0,413758321665227t0,960795692168176
"142"t268,807378672031t0,39749546837993t0,582228353247046t0,215290397405624
"143"t268,971820744239t0,398261752445251t0,200270947767422t0,581094267545268
"144"t269,454579758121t0,296846647979692t0,29651113320142t0,845827316632494
"145"t269,770822857505t1,18856309889816t0,136801692890003t0,128660927759483
"146"t270,213408410632t0,26532285567373t0,973301989492029t0,861787331290543
"147"t271,239688056159t1,92631632462144t0,694943940266967t0,0117354867979884
"148"t271,324772546411t1,37610834930092t0,468054721364751t0,00964302755892277
"149"t271,43007898178t1,57151854690164t0,027157025411725t0,147633065469563
"150"t271,509043545381t0,727886380394921t0,288024292560294t0,11697112582624
"151"t271,738178710744t0,676424124045298t0,21770578250289t0,224939610110596
"152"t272,101688925345t2,23577892989852t0,722947022644803t0,0173700242303312
"153"t272,395970050493t0,285153778502718t0,619435580680147t0,920991833554581
"154"t272,45537637542t0,383860307978466t0,0540362419560552t0,669606003211811
"155"t272,498214106467t0,268410183722153t0,998197983019054t0,16730803088285
"156"t272,804688917925t2,94007276603952t0,149433432612568t0,00980015052482486
"157"t273,060731213616t0,399729425786063t0,482764097396284t0,350197883555666
"158"t274,474345949952t0,313593518687412t0,398663550615311t0,736429544631392
"159"t275,042196542745t2,0256888975855t0,665428980253637t0,0177222087513655
"160"t275,472855981926t1,49359786673449t0,561447514221072t0,0193013853859156
"161"t275,780582756389t0,275137945543975t0,944991243071854t0,310557859484106
"162"t275,897693786092t1,76947617181577t0,662470294861123t0,0110148491803557
"163"t277,177565131428t0,82547261333093t0,0896435086615384t0,279050884069875
"164"t277,627384668501t0,756158888339996t0,470435361377895t0,0135364439338446
"165"t277,994675004964t1,50526694767177t0,575670540099964t0,00998582015745342
"166"t278,115186909348t0,287866524187848t0,202379500493407t0,891911845421419
"167"t278,217842236462t0,347742460202426t0,461154686752707t0,633517173817381
"168"t279,465745838913t0,951896431390196t0,0228120665997267t0,261609967099503
"169"t279,477383913522t1,77719758939929t0,571541903307661t0,0104101928882301
"170"t279,876353565585t1,27053299895488t0,225786752533168t0,0558302463032305
"171"t280,215273419073t2,61183719546534t0,162320634350181t0,0270972352009267
"172"t282,28589810806t0,484094641171396t0,493218664079905t0,201851730234921
"173"t282,527945981359t0,589010891038924t0,120593153871596t0,371837717248127
"174"t282,936548801887t0,326864806003869t0,70589409628883t0,51934280176647
"175"t285,76911008138t0,61032831016928t0,057178660063073t0,395668503595516
"176"t286,163979592125t0,353296703193337t0,768052901374176t0,0604216661304235
"177"t286,329752087886t0,913070398382843t0,12900026445277t0,214263305533677
"178"t286,491305106245t0,66169413132593t0,298382063861936t0,197838401421905
"179"t286,718457346409t0,279138970188797t0,36822254373692t0,999418835854158
"180"t287,006229109088t0,862840640824288t0,190978320548311t0,146180925657973
"181"t288,051888494145t0,420623827027157t0,580475799972191t0,131520226132125
"182"t288,236639006325t2,3495254337322t0,48085226258263t0,0101131584960967
"183"t288,840749451434t2,30380147998221t0,411265095928684t0,00960559118539095
"184"t289,205792906096t2,0891742312815t0,107722961576656t0,0343411408830434
"185"t290,484263923891t0,268114834092557t0,751772286370397t0,892068449407816
"186"t291,87943428547t2,56975102541037t0,309648870257661t0,0197827806696296
"187"t292,212012104697t0,634346435777843t0,697204650845379t0,0304274992085993
"188"t292,517330673274t0,289048744132742t0,991143880411983t0,245769905624911
"189"t293,702935186374t0,900797883979976t0,197283141780645t0,160073495702818
"190"t294,19766557551t0,293548707151785t0,94296495616436t0,403649967862293
"191"t294,243492662148t0,607227344065905t0,395475616911426t0,0836565813515335
"192"t295,633556598255t0,996117539238185t0,340311275562271t0,0137662275228649
"193"t297,771413236181t1,51445102482103t0,319701823871583t0,0262310747057199
"194"t298,538301098244t2,85220227157697t0,694523328216746t0,0108253848738968
"195"t298,872958158227t2,97944482765161t0,790606391383335t0,0174102301243693
"196"t299,062139017382t1,34882204979658t0,0414192164316773t0,182621218496934
"197"t299,140793097399t0,295874868286774t0,846436560852453t0,685066935839131
"198"t300,578517933754t0,27612051484175t0,743488118052483t0,767714154208079
"199"t300,627092545422t0,338264639256522t0,80508241802454t0,24415684491396
"200"t301,459442913497t0,975624355953187t0,187310648616403t0,106545285321772
"201"t301,897707759546t0,451354956720024t0,200690251542255t0,47181040700525
"202"t301,907747389735t0,322489085141569t0,741774722235277t0,523219129536301
"203"t301,985887043128t0,393752688076347t0,0220201686024666t0,70959831122309
"204"t303,228502469342t0,283084216760471t0,971456995001063t0,798473365139216
"205"t303,840979976245t2,53080573468469t0,375924360007048t0,0192607992794365
"206"t304,411610573099t0,306869972962886t0,51228552358225t0,683541933540255
"207"t306,064199676879t0,29458742053248t0,458877480356023t0,779642144450918
"208"t306,163941196785t0,332213272573426t0,81360006518662t0,0586540596559644
"209"t306,242074304169t2,32827738951892t0,915925101609901t0,0103134396485984
"210"t306,423316192401t2,13798295240849t0,172400559764355t0,0334487929940224
"211"t306,964112578772t1,703118781792t0,114146001404151t0,0815757559612393
"212"t307,262061679453t0,688553059240803t0,0362805714830756t0,354759715730324
"213"t307,519316195539t0,293812543619424t0,672471795696765t0,644553088815883
"214"t307,531919636306t0,267831854755059t0,922626674640924t0,589455571258441
"215"t307,74020189944t0,663091984810308t0,0796045125462115t0,3810106695164
"216"t308,146618223166t0,376852417364717t0,58683092193678t0,409721774514765
"217"t308,537241504944t1,3506091022864t0,0504226486664265t0,176039252663031
"218"t308,742219462092t1,32265066425316t0,383326071547344t0,0257200964260846
"219"t309,639201467795t2,78547593741678t0,0400407041888684t0,0779996924102306
"220"t309,732760637702t1,38000702322461t0,20392526499927t0,0213941927067935
"221"t309,764608541679t2,92184341326356t0,0848754139151424t0,0463694557547569
"222"t310,180235016741t0,493763156002387t0,629535175394267t0,0734241865575314
"223"t310,356080189547t0,411853456869721t0,472215284826234t0,417095883050933
"224"t311,065912790568t1,8579515889287t0,183079433627427t0,0119584929198027
"225"t311,560265240427t2,45632423670031t0,758799367118627t0,00967890303581953
"226"t311,623716673117t0,630876729497686t0,263029596535489t0,20635735662654
"227"t311,75539377057t0,278601692290977t0,77025185758248t0,693718881346285
"228"t314,362216991196t0,285167621215805t0,433307389728725t0,83350108214654
"229"t315,929224683375t0,283634368563071t0,802504773717374t0,980909430189058
"230"t316,498394279807t1,62412442662753t0,221317906165496t0,03708312404342
"231"t316,509721785911t2,75673360773362t0,609559973003343t0,00924833188764751
"232"t316,847149272876t0,425093228230253t0,134836288634688t0,616591114317998
"233"t317,083443400532t1,28894951334223t0,643771706847474t0,0202565863728523
"234"t317,480000762538t0,61747907451354t0,0264555155299604t0,403307182248682
"235"t317,645721569966t0,518252093810588t0,237682400504127t0,344966431846842
"236"t317,688826653712t0,420314278453588t0,717577040195465t0,0929354419931769
"237"t318,468622545974t0,644936857977882t0,0811678213067353t0,348929000552744
"238"t318,53209506081t1,37670828890987t0,816698760492727t0,00844335835427046
"239"t319,841734452261t0,404785464517772t0,563995295669883t0,186905963579193
"240"t319,857991527157t2,56185262743384t0,749745811801404t0,0092334842775017
"241"t320,356222331755t0,352061490062624t0,260822342243046t0,63794452836737
"242"t321,473846499622t1,56126385414973t0,963089363882318t0,00879621785134077
"243"t322,193739542992t2,41210193792358t0,624842668650672t0,00879264599643648
"244"t322,670403557839t1,20018074568361t0,0880438850726932t0,142981964396313
"245"t322,798506702769t0,462707689264789t0,223645721329376t0,506660881685093
"246"t324,070351277691t0,412949357880279t0,30311771761626t0,556307570775971
"247"t324,671382408086t1,58384233620018t0,380966580705717t0,0231854282319546
"248"t324,691870243176t2,35774528328329t0,294710703194141t0,00757750892080367
"249"t325,415920326916t1,03117444412783t0,951433152193204t0,00788106652908027
"250"t326,125171840111t0,419220333918929t0,21703782887198t0,506165148923174
"251"t326,507806044953t2,26202890696004t0,293780447216704t0,00738731282763183
"252"t327,094786906997t0,302941557951272t0,927221555495635t0,341107942396775
"253"t327,569986850901t0,295719924615696t0,963672947604209t0,0301983112003654
"254"t327,816800926681t0,432162042707205t0,487560138106346t0,218824555398896
"255"t328,497770794821t0,665595054393634t0,181900651194155t0,253095615422353
"256"t329,67167640381t0,326654608128592t0,753041872056201t0,498006128240377
"257"t330,344121713304t0,951754652895033t0,313438737299293t0,063158136093989
"258"t330,49041975119t0,265861459309235t0,658871835330501t0,891309435712174
"259"t330,595719026466t0,892179497284815t0,882816657889634t0,00743915792554617
"260"t331,202079767635t2,5860926785972t0,0565679441206157t0,0741515574045479
"261"t331,285733459296t0,91644551907666t0,0812261432874948t0,257143974304199
"262"t331,390551273291t0,434218354057521t0,299121605232358t0,417822491610423
"263"t333,151402945849t0,381049099378288t0,203347070375457t0,589104226557538
"264"t333,365955500071t0,781810358399525t0,325422995025292t0,0404564184136689
"265"t334,467406894228t1,69923785305582t0,775462310528383t0,0189591543748975
"266"t334,636129110353t2,55879080342129t0,615724467905238t0,00812024436891079
"267"t335,038764502174t1,95554504357278t0,882916253525764t0,00829470623284578
"268"t335,077167203695t2,31444041943178t0,0665217919740826t0,0538543234579265
"269"t338,335871306236t2,3251118157059t0,499425659887493t0,0193420047871768
"270"t340,055825347167t0,49766694707796t0,377037492347881t0,329759699292481
"271"t340,798979899121t0,771072147181258t0,357580086914822t0,0251050945371389
"272"t341,885292816643t0,289463436696678t0,562414265936241t0,965303764445707
"273"t342,10634360634t1,21408606180921t0,17075398680754t0,059776556910947
"274"t342,153100980487t2,91454232158139t0,964673311449587t0,0181641581002623
"275"t342,382008455383t0,347680452279747t0,102724567754194t0,700832032365724
"276"t342,414751239909t0,281839648727328t0,670287444954738t0,70893498393707
"277"t342,499975417076t0,387289692414925t0,471790930489078t0,355991448741406
"278"t343,425239760704t2,53771254164167t0,67371294577606t0,0187735913787037
"279"t344,271990023879t0,518729246919975t0,729675809852779t0,0437321818899363
"280"t344,636404390268t0,497402709675953t0,164053002139553t0,417126381071284
"281"t344,839312801927t0,604377931449562t0,220488925930113t0,333293766714633
"282"t345,115607326345t0,435315472539514t0,0642555896192789t0,556114587699994
"283"t345,845040010743t1,20745058404282t0,105169833637774t0,159683260135353
"284"t346,570665339184t0,345969618530944t0,712721429299563t0,422732044244185
"285"t346,806122695111t0,376355927204713t0,732974477345124t0,0318039359990507
"286"t347,458998315161t0,657249405048788t0,272379903122783t0,164240454090759
"287"t348,536620666598t0,262950386619195t0,604821587447077t0,909987793769687
"288"t348,557952817809t1,80982937011868t0,15727283526212t0,0521691972389817
"289"t349,793773204375t1,98642542003654t0,816788804251701t0,00737651018425822
"290"t351,21419471133t0,854120946954936t0,0523415440693498t0,260009872028604
"291"t352,038937321551t1,6802491103299t0,177668014308438t0,0139964169356972
"292"t352,346991267834t0,642206351039931t0,0292053418233991t0,433225394226611
"293"t352,777826192178t0,331102173076943t0,603733410593122t0,413067758781835
"294"t353,474874865665t0,569134703837335t0,0452922596596181t0,41926692170091
"295"t355,35964960914t1,42059801402502t0,145107504213229t0,0920017147436738
"296"t356,243688802631t0,418612208683044t0,350449607940391t0,392109741456807
"297"t357,428485005795t0,294750942382962t0,761295775650069t0,876456532394513
"298"t357,551382890034t0,314654784277081t0,584134933073074t0,527960069477558
"299"t357,683971104254t0,950256303884089t0,294536543078721t0,0751058689784259
"300"t358,68702635914t0,339364694897085t0,184408916858956t0,810201923362911
"301"t359,651363784016t2,23398331250064t0,770146482624114t0,00687677762471139
"302"t360,264694994317t2,25030266563408t0,082743072649464t0,0714902193285525
"303"t360,941571475809t0,332976474892348t0,398180117830634t0,596579926786944
"304"t361,070190947045t1,82238976308145t0,0378484313841909t0,107833643676713
"305"t363,295792352539t0,290159655734897t0,916263939579949t0,864771307446063
"306"t363,958935390364t2,11481195571832t0,0668493267148733t0,0616301305126399
"307"t364,178653518963t0,353588824393228t0,222520874347538t0,628416750580072
"308"t366,261627821757t1,98441894887947t0,65762398717925t0,00632630358450115
"309"t367,286992604524t0,533224143320695t0,473414663458243t0,171383946435526
"310"t367,738612679701t1,95113035733812t0,609193401644006t0,00615088827908039
"311"t368,399984969853t0,766538897529244t0,827051452593878t0,00580778066068888
"312"t368,770583136638t0,390806733397767t0,414692672435194t0,390032754978165
"313"t369,06783532714t0,786648106528446t0,346649041166529t0,0227263723500073
"314"t370,07745949583t2,83960770419799t0,83973129466176t0,00662802904844284
"315"t370,332267036397t0,373706120532006t0,656536558642983t0,358662463957444
"316"t370,365197323097t1,68219121196307t0,129973922390491t0,0356287334579974
"317"t370,41667563547t0,255633293185383t0,985388949979097t0,210293066455051
"318"t370,504255667526t0,451098824618384t0,366392000811175t0,436033757170662
"319"t370,60372486136t0,413653787691146t0,631708599161357t0,227948008337989
"320"t371,104041321624t0,265219656284899t0,695536948507652t0,812050930922851
"321"t373,056558832657t1,6227609962225t0,544094079639763t0,00569889880716801
"322"t373,120702631918t0,384733496932313t0,552818562835455t0,450781502062455
"323"t373,514879462184t0,371300183935091t0,384764170274138t0,470303455134854
"324"t373,590326127395t0,276973583735526t0,764822028344497t0,58515336853452
"325"t373,837831975076t0,260295483050868t0,0595774818211794t0,955776794580743
"326"t374,836528676111t2,84364946349524t0,438478294759989t0,0059132173191756
"327"t375,087479187936t0,347902141045779t0,806948341662064t0,234140292042866
"328"t375,24333529462t0,261072071967646t0,797628733562306t0,779734677402303
"329"t375,994745946425t1,33021199307404t0,488034578273073t0,0237526001874357
"330"t377,034588367087t2,46108907484449t0,615224239649251t0,0196252344176173
"331"t377,226517386706t0,321486985310912t0,639239778276533t0,382064217701554
"332"t377,562220207219t0,255752436351031t0,670583857456222t0,916574385482818
"333"t378,353753744983t0,563318063970655t0,155434025684372t0,341922187246382
"334"t378,630873875581t1,58520584064536t0,245580592891201t0,00714651378802955
"335"t379,331603004992t0,282580572646111t0,801668058848009t0,406133288284764
"336"t379,484729261852t0,25804995233193t0,739298602566123t0,860252483282238
"337"t380,08593998252t0,287955396110192t0,803626505192369t0,987529452657327
"338"t381,533016428113t0,54075795575045t0,326104498235509t0,32083458872512
"339"t381,713689561079t0,261518275598064t0,743868074379861t0,799046210944653
"340"t382,96417131572t0,31318274885416t0,907746344106272t0,313444645376876
"341"t383,552138892959t0,284101225901395t0,758393061580136t0,484056711662561
"342"t383,694330180285t0,313974801683798t0,00178568041883409t0,789708196185529
"343"t384,516437884164t1,39796391944401t0,0871491930447519t0,103503356920555
"344"t385,08967597181t2,09334784559906t0,932501599891111t0,00577238900586963
"345"t386,093784933566t0,495662764878944t0,374032806605101t0,209037760039791
"346"t386,167696514454t2,75162408477627t0,64871467417106t0,0056397074367851
"347"t386,443540149032t0,28613436059095t0,813465321203694t0,300781718920916
"348"t386,886705038427t1,99130550096743t0,13097773375921t0,0571694492828101
"349"t386,940346439551t0,301765287760645t0,0132926797959954t0,955114695942029
"350"t386,968509691934t1,3993980078958t0,0396104832179844t0,145728363888338
"351"t387,448900671005t2,96131276572123t0,706971009029076t0,00570440082810819
"352"t387,491262465319t0,25654264446348t0,578373420983553t0,914075200911611
"353"t388,754524540684t1,93586137332022t0,269680536119267t0,00535237486474216
"354"t389,299394179705t0,254298736341298t0,967448981944472t0,298781847348437
"355"t389,964328751851t0,405860451282933t0,267289396375418t0,467478055972606
"356"t390,625431525467t2,07343148253858t0,711857584072277t0,0200248085893691
"357"t391,754855787899t0,269779184600338t0,622857446083799t0,770475830882788
"358"t393,579879968459t0,417836239328608t0,352304657921195t0,368245318066329
"359"t394,199922303194t1,11435903422534t0,953348931856453t0,0209347379859537
"360"t394,401315755778t2,56978843244724t0,0700483601540327t0,0356542728841305
"361"t394,606214888193t0,504923426778987t0,00782911735586822t0,572214788291603
"362"t396,162633972265t0,532159522175789t0,361274490132928t0,302864792291075
"363"t396,257117063003t0,249107577838004t0,966350822011009t0,607015025801957
"364"t397,137751371531t2,59488570364192t0,495519967749715t0,00502951769158244
"365"t397,28099724226t0,552835442824289t0,224223390454426t0,286350473994389
"366"t397,680946277732t0,505574417067692t0,360731158405542t0,345042137429118
"367"t397,920119321218t0,371171964565292t0,367932134540752t0,465135463280603
"368"t398,490311177942t0,308167724870145t0,0808660767506808t0,931695077801123
"369"t399,706059892106t0,376078718109056t0,100504818605259t0,613016207003966
"370"t399,855739773283t0,903043759055436t0,203121777158231t0,0947037334553897
"371"t400,176459467505t0,305778914596885t0,670089914929122t0,402984456857666
"372"t401,242744068127t0,282563743880019t0,866245864424855t0,125069882953539
"373"t401,761280130271t0,723057109862566t0,0877436473965645t0,276741336099803
"374"t402,882354121211t0,362767201149836t0,402491169748828t0,456789461430162
"375"t404,14197177335t0,2676067489665t0,918078691232949t0,126695448998362
"376"t405,001418686335t0,969943644013256t0,215591890504584t0,0597959477454424
"377"t405,356372500418t0,501602264586836t0,387261332012713t0,171567059587687
"378"t406,228103236141t1,97885762876831t0,438573477091268t0,00454115075990558
"379"t406,229088307563t0,388058919925243t0,512664629146457t0,246145091252401
"380"t406,292908521493t0,423985652625561t0,513127004494891t0,144612982869148
"381"t406,858760288791t2,83280185027979t0,586188579211012t0,00477174576371908
"382"t407,058879144336t0,244727354496717t0,986112512880936t0,643763482104987
"383"t407,968135467691t0,318600906757638t0,473218019120395t0,552954910788685
"384"t408,753167590748t2,23094798089005t0,70653044548817t0,0202764989808202
"385"t408,992963700447t2,96507425233722t0,312967960257083t0,00450991839170456
"386"t409,120773623866t0,748145293677226t0,0948993978090584t0,256588588701561
"387"t409,177897911245t0,457824619486928t0,306414713850245t0,326407759916037
"388"t409,539637899149t1,74886264326051t0,358962987316772t0,0249072245787829
"389"t410,005202366473t0,34795178566128t0,252487430581823t0,596603273181245
"390"t411,360424689017t1,10944936098531t0,518513494404033t0,026652738917619
"391"t411,423256207017t0,271691955858842t0,839559693355113t0,354563015047461
"392"t412,645443046374t0,280275236349553t0,940177562879398t0,0295697392430156
